Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
Rem188710Desc,items,Ammo,New,A rusty old double barrel shotgun, great for close range carnage. Uses 10 Shotgun Shells.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,,,,,
Rem188716Desc,items,Ammo,New,A rusty old double barrel shotgun, great for close range carnage. Uses 16 Shotgun Shells.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,,,,,
Rem188720Desc,items,Ammo,New,A rusty old double barrel shotgun, great for close range carnage. Uses 20 Shotgun Shells.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,,,,,
Rem1887410Desc,items,Ammo,New,A rusty old double barrel shotgun, great for close range carnage. Uses .410 Shotgun Shells.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,,,,,























30Luger,items,Ammo,New,.30 Luger (AMMO),,,,,
30LugerDesc,items,Ammo,New,.30 Luger Ammo\nCan be crafted at a workbench.\n\nBace Damage: 20\nArmor-piercing: 30%\nPenetration Count: 0,,,,,
30LugerSchematic,items,Ammo,New,.30 Luger Schematic,,,,,

30LugerBundle,items,Ammo,New,Box of .30 Luger (100),,,,,

Receiver30Luger,items,Ammo,New,Receiver [.30 Luger],,,,,
Receiver30LugerDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel30Luger,items,Ammo,New,Barrel [.30 Luger],,,,,
Barrel30LugerDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit30Luger,items,Ammo,New,Conversion kit [.30 Luger],,,,,
Conversionkit30LugerDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

Receiver30LugerSchematic,items,Ammo,New,.30 Luger Receiver Schematic,,,,,
Barrel30LugerSchematic,items,Ammo,New,.30 Luger Barrel Schematic,,,,,
Conversionkit30LugerSchematic,items,Ammo,New,.30 Luger Conversion kit Schematic,,,,,



380ACP,items,Ammo,New,.380 ACP (AMMO),,,,,
380ACPDesc,items,Ammo,New,.380 ACP Ammo\nCan be crafted at a workbench.\n\nBace Damage: 21\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle380ACP,items,Ammo,New,Box of .380 ACP (100),,,,,

Receiver380ACP,items,Ammo,New,Receiver [.380 ACP],,,,,
Receiver380ACPDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel380ACP,items,Ammo,New,Barrel [.380 ACP],,,,,
Barrel380ACPDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit380ACP,items,Ammo,New,Conversion kit [.380 ACP],,,,,
Conversionkit380ACPDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



357SIG,items,Ammo,New,.357 SIG (AMMO),,,,,
357SIGDesc,items,Ammo,New,.357 SIG Ammo\nCan be crafted at a workbench.\n\nBace Damage: 25\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle357SIG,items,Ammo,New,Box of .357 SIG (100),,,,,

Receiver357SIG,items,Ammo,New,Receiver [.357 SIG],,,,,
Receiver357SIGDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel357SIG,items,Ammo,New,Barrel [.357 SIG],,,,,
Barrel357SIGDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit357SIG,items,Ammo,New,Conversion kit [.357 SIG],,,,,
Conversionkit357SIGDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



40S_W,items,Ammo,New,.40 Smith & Wesson (AMMO),,,,,
40S_WDesc,items,Ammo,New,.40 Smith & Wesson Ammo\nCan be crafted at a workbench.\n\nBace Damage: 34\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle40S_W,items,Ammo,New,Box of .40 Smith & Wesson (100),,,,,

Receiver40S_W,items,Ammo,New,Receiver [.40 Smith & Wesson],,,,,
Receiver40S_WDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel40S_W,items,Ammo,New,Barrel [.40 Smith & Wesson],,,,,
Barrel40S_WDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit40S_W,items,Ammo,New,Conversion kit [.40 Smith & Wesson],,,,,
Conversionkit40S_WDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

.40SmithWessonReceiverSchematic,items,Ammo,New,.40 Smith & Wesson Receiver Schematic,,,,,
.40SmithWessonBarrelSchematic,items,Ammo,New,.40 Smith & Wesson Barrel Schematic,,,,,
.40SmithWessonConversionkitSchematic,items,Ammo,New,.40 Smith & Wesson Conversion kit Schematic,,,,,

.40SWSchematic,items,Ammo,New,.40 Smith & Wesson Schematic,,,,,



10mmauto,items,Ammo,New,10mm Auto (AMMO),,,,,
10mmautoDesc,items,Ammo,New,10mm Auto Ammo\nCan be crafted at a workbench.\n\nBace Damage: 37\nArmor-piercing: -5%\nPenetration Count: 0,,,,,
10mmautoSchematic,items,Ammo,New,10mm Auto Schematic,,,,,

10mmautoBundle,items,Ammo,New,Box of 10mm Auto (100),,,,,

Receiver10mmAuto,items,Ammo,New,Receiver [10mm Auto],,,,,
Receiver10mmAutoDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel10mmAuto,items,Ammo,New,Barrel [10mm Auto],,,,,
Barrel10mmAutoDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit10mmAuto,items,Ammo,New,Conversion kit [10mm Auto],,,,,
Conversionkit10mmAutoDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

Receiver10mmAutoSchematic,items,Ammo,New,Receiver [10mm Auto],,,,,
Barrel10mmAutoSchematic,items,Ammo,New,Barrel [10mm Auto],,,,,
Conversionkit10mmAutoSchematic,items,Ammo,New,Conversion kit [10mm Auto],,,,,



45ACP,items,Ammo,New,.45 ACP (AMMO),,,,,
45ACPDesc,items,Ammo,New,.45 ACP Ammo\nCan be crafted at a workbench.\n\nBace Damage: 48\nArmor-piercing: -8%\nPenetration Count: 0,,,,,

ammoBundle45ACP,items,Ammo,New,Box of .45 ACP (100),,,,,

Receiver45ACP,items,Ammo,New,Receiver [.45 ACP],,,,,
Receiver45ACPDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel45ACP,items,Ammo,New,Barrel [.45 ACP],,,,,
Barrel45ACPDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit45ACP,items,Ammo,New,Conversion kit [.45 ACP],,,,,
Conversionkit45ACPDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



50ActionExpress,items,Ammo,New,.50 Action Express (AMMO),,,,,
50ActionExpressDesc,items,Ammo,New,.50 Action Express Ammo\nCan be crafted at a workbench.\n\nBace Damage: 70\nArmor-piercing: -12%\nPenetration Count: 1,,,,,

ammoBundle50ActionExpress,items,Ammo,New,Box of .50 Action Express (100),,,,,

Receiver50ActionExpress,items,Ammo,New,Receiver [.50 Action Express],,,,,
Receiver50ActionExpressDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel50ActionExpress,items,Ammo,New,Barrel [.50 Action Express],,,,,
Barrel50ActionExpressDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit50ActionExpress,items,Ammo,New,Conversion kit [.50 Action Express],,,,,
Conversionkit50ActionExpressDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,





327Magnum,items,Ammo,New,.327 Magnum (AMMO),,,,,
327MagnumDesc,items,Ammo,New,.327 Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 42\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle327Magnum,items,Ammo,New,Box of .327 Magnum (100),,,,,

Receiver327Magnum,items,Ammo,New,Receiver [.327 Magnum],,,,,
Receiver327MagnumDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel327Magnum,items,Ammo,New,Barrel [.327 Magnum],,,,,
Barrel327MagnumDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit327Magnum,items,Ammo,New,Conversion kit [.327 Magnum],,,,,
Conversionkit327MagnumDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



38Special,items,Ammo,New,.38 Special (AMMO),,,,,
38SpecialDesc,items,Ammo,New,.38 Special Ammo\nCan be crafted at a workbench.\n\nBace Damage: 48\nArmor-piercing: -2%\nPenetration Count: 0,,,,,

ammoBundle38Special,items,Ammo,New,Box of .38 Special (100),,,,,

357Magnum,items,Ammo,New,.357 Magnum (AMMO),,,,,
357MagnumDesc,items,Ammo,New,.357 Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 53\nArmor-piercing: -8%\nPenetration Count: 0,,,,,

ammoBundle357Magnum,items,Ammo,New,Box of .357 Magnum (100),,,,,

Receiver357MAG38SP,items,Ammo,New,Receiver [.357 MAG/.38 SP],,,,,
Receiver357MAG38SPDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel357MAG38SP,items,Ammo,New,Barrel [.357 MAG/.38 SP],,,,,
Barrel357MAG38SPDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit357MAG38SP,items,Ammo,New,Conversion kit [.357 MAG/.38 SP],,,,,
Conversionkit357MAG38SPDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



500S_WMagnum,items,Ammo,New,.500 Smith & Wesson Magnum (AMMO),,,,,
500S_WMagnumDesc,items,Ammo,New,.500 Smith & Wesson Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 142\nArmor-piercing: -11%\nPenetration Count: 1,,,,,

ammoBundle500S_WMagnum,items,Ammo,New,Box of .500 Smith & Wesson Magnum (100),,,,,

Receiver500S_WMagnum,items,Ammo,New,Receiver [.500 Smith & Wesson Magnum],,,,,
Receiver500S_WMagnumDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel500S_WMagnum,items,Ammo,New,Barrel [.500 Smith & Wesson Magnum],,,,,
Barrel500S_WMagnumDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit500S_WMagnum,items,Ammo,New,Conversion kit [.500 Smith & Wesson Magnum],,,,,
Conversionkit500S_WMagnumDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

500S_WMagnumReceiverSchematic,items,Ammo,New,.500 Smith & Wesson Magnum Receiver Schematic,,,,,
500S_WMagnumBarrelSchematic,items,Ammo,New,.500 Smith & Wesson Magnum Barrel Schematic,,,,,
500S_WMagnumConversionkitSchematic,items,Ammo,New,.500 Smith & Wesson Magnum Conversion kit Schematic,,,,,

500SmithWessonMagnumSchematic,items,Ammo,New,.500 Smith & Wesson Magnum Schematic,,,,,














22short,items,Ammo,New,.22 Short (AMMO),,,,,

22LR,items,Ammo,New,.22 LR (AMMO),,,,,

22shortDesc,items,Ammo,New,.22 Short Ammo\nCan be crafted at a workbench.\n\nBace Damage: 5\nArmor-piercing: 100%\nPenetration Count: 0,,,,,

22LRDesc,items,Ammo,New,.22 Long Rifle Ammo\nCan be crafted at a workbench.\n\nBace Damage: 9\nArmor-piercing: 100%\nPenetration Count: 0,,,,,

22shortBundle,items,Ammo,New,Box of .22 Short (100),,,,,

ammoBundle22LR,items,Ammo,New,Box of .22 LR (100),,,,,

Receiver22LR,items,Ammo,New,Receiver [.22 S/LR],,,,,
Receiver22LRDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel22LR,items,Ammo,New,Barrel [.22 S/LR],,,,,
Barrel22LRDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit22LR,items,Ammo,New,Conversion kit [.22 S/LR],,,,,
Conversionkit22LRDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

22shortSchematic,items,Ammo,New,.22 Short Schematic,,,,,



5mmRemington,items,Ammo,New,5mm Remington Magnum (AMMO),,,,,
5mmRemingtonDesc,items,Ammo,New,5mm Remington Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 12\nArmor-piercing: 82%\nPenetration Count: 0,,,,,
5mmRemingtonSchematic,items,Ammo,New,5mm Remington Magnum Schematic,,,,,

5mmRemingtonBundle,items,Ammo,New,Box of 5mm Remington Magnum (100),,,,,

Receiver5mmREM,items,Ammo,New,Receiver [5mm Remington Magnum],,,,,
Receiver5mmREMDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel5mmREM,items,Ammo,New,Barrel [5mm Remington Magnum],,,,,
Barrel5mmREMDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit5mmREM,items,Ammo,New,Conversion kit [5mm Remington Magnum],,,,,
Conversionkit5mmREMDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

Receiver5mmREMSchematic,items,Ammo,New,5mm Remington Magnum Receiver Schematic,,,,,
Barrel5mmREMSchematic,items,Ammo,New,5mm Remington Magnum Barrel Schematic,,,,,
Conversionkit5mmREMSchematic,items,Ammo,New,5mm Remington Magnum Conversion kit Schematic,,,,,



17HMR,items,Ammo,New,.17 HMR (AMMO),,,,,
17HMRDesc,items,Ammo,New,.17 HMR Ammo\nCan be crafted at a workbench.\n\nBace Damage: 14\nArmor-piercing: 78%\nPenetration Count: 0,,,,,
17HMRSchematic,items,Ammo,New,.17 HMR Schematic,,,,,

17HMRBundle,items,Ammo,New,Box of .17 HMR (100),,,,,

Receiver17HMR,items,Ammo,New,Receiver [.17 HMR],,,,,
Receiver17HMRDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel17HMR,items,Ammo,New,Barrel [.17 HMR],,,,,
Barrel17HMRDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit17HMR,items,Ammo,New,Conversion kit [.17 HMR],,,,,
Conversionkit17HMRDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

Receiver17HMRSchematic,items,Ammo,New,.17 HMR Receiver Schematic,,,,,
Barrel17HMRSchematic,items,Ammo,New,.17 HMR Barrel Schematic,,,,,
Conversionkit17HMRSchematic,items,Ammo,New,.17 HMR Conversion kit Schematic,,,,,



22WMR,items,Ammo,New,.22 WMR (AMMO),,,,,
22WMRDesc,items,Ammo,New,.22 WMR Ammo\nCan be crafted at a workbench.\n\nBace Damage: 16\nArmor-piercing: 58%\nPenetration Count: 0,,,,,
22WMRSchematic,items,Ammo,New,.22 WMR Schematic,,,,,

22WMRBundle,items,Ammo,New,Box of .22 WMR (100),,,,,

Receiver22WMR,items,Ammo,New,Receiver [.22 WMR],,,,,
Receiver22WMRDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel22WMR,items,Ammo,New,Barrel [.22 WMR],,,,,
Barrel22WMRDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit22WMR,items,Ammo,New,Conversion kit [.22 WMR],,,,,
Conversionkit22WMRDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

22WMRReceiverSchematic,items,Ammo,New,.22 WMR Receiver Schematic,,,,,
22WMRBarrelSchematic,items,Ammo,New,.22 WMR Barrel Schematic,,,,,
22WMRConversionkitSchematic,items,Ammo,New,.22 WMR Conversion kit Schematic,,,,,



30_30Winchester,items,Ammo,New,.30-30 Winchester (AMMO),,,,,
30_30WinchesterDesc,items,Ammo,New,.30-30 Winchester Ammo\nCan be crafted at a workbench.\n\nBace Damage: 60\nArmor-piercing: 22%\nPenetration Count: 0,,,,,

ammoBundle30_30Winchester,items,Ammo,New,Box of .30-30 Winchester (100),,,,,

Receiver30_30Winchester,items,Ammo,New,Receiver [.30-30 Winchester],,,,,
Receiver30_30WinchesterDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel30_30Winchester,items,Ammo,New,Barrel [.30-30 Winchester],,,,,
Barrel30_30WinchesterDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit30_30Winchester,items,Ammo,New,Conversion kit [.30-30 Winchester],,,,,
Conversionkit30_30WinchesterDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



308Winchester,items,Ammo,New,.308 Winchester (AMMO),,,,,
308WinchesterDesc,items,Ammo,New,.308 Winchester Ammo\nCan be crafted at a workbench.\n\nBace Damage: 80\nArmor-piercing: -5%\nPenetration Count: 0,,,,,

ammoBundle308Winchester,items,Ammo,New,Box of .308 Winchester (100),,,,,

762x51mmNATO,items,Ammo,New,7.62x51mm NATO (AMMO),,,,,
762x51mmNATODesc,items,Ammo,New,7.62x51mm NATO Ammo\nCan be crafted at a workbench.\n\nBace Damage: 73\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle762x51mmNATO,items,Ammo,New,Box of 7.62x51mm NATO (100),,,,,

Receiver308Win_762mmNATO,items,Ammo,New,Receiver [.308 Win/7.62mm NATO],,,,,
Receiver308Win_762mmNATODesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel308Win_762mmNATO,items,Ammo,New,Barrel [.308 Win/7.62mm NATO],,,,,
Barrel308Win_762mmNATODesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit308Win_762mmNATO,items,Ammo,New,Conversion kit [.308 Win/7.62mm NATO],,,,,
Conversionkit308Win_762mmNATODesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



65Creedmoor,items,Ammo,New,6.5 Creedmoor (AMMO),,,,,
65CreedmoorDesc,items,Ammo,New,6.5 Creedmoor Ammo\nCan be crafted at a workbench.\n\nBace Damage: 75\nArmor-piercing: 37%\nPenetration Count: 0,,,,,

ammoBundle65Creedmoor,items,Ammo,New,Box of 6.5 Creedmoor (100),,,,,

Receiver65Creedmoor,items,Ammo,New,Receiver [6.5 Creedmoor],,,,,
Receiver65CreedmoorDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel65Creedmoor,items,Ammo,New,Barrel [6.5 Creedmoor],,,,,
Barrel65CreedmoorDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit65Creedmoor,items,Ammo,New,Conversion kit [6.5 Creedmoor],,,,,
Conversionkit65CreedmoorDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



762x54R,items,Ammo,New,7.62x54R (AMMO),,,,,
762x54RDesc,items,Ammo,New,7.62x54R Ammo\nCan be crafted at a workbench.\n\nBace Damage: 71\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle762x54R,items,Ammo,New,Box of 7.62x54R (100),,,,,

Receiver762x54R,items,Ammo,New,Receiver [7.62x54R],,,,,
Receiver762x54RDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel762x54R,items,Ammo,New,Barrel [7.62x54R],,,,,
Barrel762x54RDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit762x54R,items,Ammo,New,Conversion kit [7.62x54R],,,,,
Conversionkit762x54RDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



30_06SPRG,items,Ammo,New,.30-06 Springfield (AMMO),,,,,
30_06SPRGDesc,items,Ammo,New,.30-06 Springfield Ammo\nCan be crafted at a workbench.\n\nBace Damage: 112\nArmor-piercing: -10%\nPenetration Count: 1,,,,,

ammoBundle30_06SPRG,items,Ammo,New,Box of .30-06 Springfield (100),,,,,

Receiver30_06SPRG,items,Ammo,New,Receiver [.30-06 SPRG],,,,,
Receiver30_06SPRGDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel30_06SPRG,items,Ammo,New,Barrel [.30-06 SPRG],,,,,
Barrel30_06SPRGDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit30_06SPRG,items,Ammo,New,Conversion kit [.30-06 SPRG],,,,,
Conversionkit30_06SPRGDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



792x57mmMauser,items,Ammo,New,7.92x57mm Mauser (AMMO),,,,,
792x57mmMauserDesc,items,Ammo,New,7.92x57mm Mauser Ammo\nCan be crafted at a workbench.\n\nBace Damage: 91\nArmor-piercing: -8%\nPenetration Count: 1,,,,,

ammoBundle792x57mmMauser,items,Ammo,New,Box of 7.92x57mm Mauser (100),,,,,

Receiver792x57mmMauser,items,Ammo,New,Receiver [7.92x57mm Mauser],,,,,
Receiver792x57mmMauserDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel792x57mmMauser,items,Ammo,New,Barrel [7.92x57mm Mauser],,,,,
Barrel792x57mmMauserDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit792x57mmMauser,items,Ammo,New,Conversion kit [7.92x57mm Mauser],,,,,
Conversionkit792x57mmMauserDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



45_70Government,items,Ammo,New,.45-70 Government (AMMO),,,,,
45_70GovernmentDesc,items,Ammo,New,.45-70 Government Ammo\nCan be crafted at a workbench.\n\nBace Damage: 167\nArmor-piercing: -20%\nPenetration Count: 0,,,,,

ammoBundle45_70Government,items,Ammo,New,Box of .45-70 Government (100),,,,,

Receiver45_70Government,items,Ammo,New,Receiver [.45-70 Government],,,,,
Receiver45_70GovernmentDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel45_70Government,items,Ammo,New,Barrel [.45-70 Government],,,,,
Barrel45_70GovernmentDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit45_70Government,items,Ammo,New,Conversion kit [.45-70 Government],,,,,
Conversionkit45_70GovernmentDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



300WinchesterMagnum,items,Ammo,New,.300 Winchester Magnum (AMMO),,,,,
300WinchesterMagnumDesc,items,Ammo,New,.300 Winchester Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 143\nArmor-piercing: -12%\nPenetration Count: 1,,,,,

ammoBundle300WinchesterMagnum,items,Ammo,New,Box of .300 Winchester Magnum (100),,,,,

Receiver300Win_Mag,items,Ammo,New,Receiver [.300 Win-Mag],,,,,
Receiver300Win_MagDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel300Win_Mag,items,Ammo,New,Barrel [.300 Win-Mag],,,,,
Barrel300Win_MagDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit300Win_Mag,items,Ammo,New,Conversion kit [.300 Win-Mag],,,,,
Conversionkit300Win_MagDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



338LapuaMagnum,items,Ammo,New,.338 Lapua Magnum (AMMO),,,,,
338LapuaMagnumDesc,items,Ammo,New,.338 Lapua Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 204\nArmor-piercing: -15%\nPenetration Count: 1,,,,,

ammoBundle338LapuaMagnum,items,Ammo,New,Box of .338 Lapua Magnum (100),,,,,

Receiver338LapuaMagnum,items,Ammo,New,Receiver [.338 Lapua Magnum],,,,,
Receiver338LapuaMagnumDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel338LapuaMagnum,items,Ammo,New,Barrel [.338 Lapua Magnum],,,,,
Barrel338LapuaMagnumDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit338LapuaMagnum,items,Ammo,New,Conversion kit [.338 Lapua Magnum],,,,,
Conversionkit338LapuaMagnumDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



458WinchesterMagnum,items,Ammo,New,.458 Winchester Magnum (AMMO),,,,,
458WinchesterMagnumDesc,items,Ammo,New,.458 Winchester Magnum Ammo\nCan be crafted at a workbench.\n\nBace Damage: 235\nArmor-piercing: -18%\nPenetration Count: 1,,,,,

ammoBundle458WinchesterMagnum,items,Ammo,New,Box of .458 Winchester Magnum (100),,,,,

Receiver458Win_Mag,items,Ammo,New,Receiver [.458 Win-Mag],,,,,
Receiver458Win_MagDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel458Win_Mag,items,Ammo,New,Barrel [.458 Win-Mag],,,,,
Barrel458Win_MagDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit458Win_Mag,items,Ammo,New,Conversion kit [.458 Win-Mag],,,,,
Conversionkit458Win_MagDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



500NitroExpress,items,Ammo,New,.500 Nitro Express (AMMO),,,,,
500NitroExpressDesc,items,Ammo,New,.500 Nitro Express Ammo\nCan be crafted at a workbench.\n\nBace Damage: 258\nArmor-piercing: -20%\nPenetration Count: 2,,,,,

ammoBundle500NitroExpress,items,Ammo,New,Box of .500 Nitro Express (100),,,,,

Receiver500NitroExpress,items,Ammo,New,Receiver [.500 Nitro Express],,,,,
Receiver500NitroExpressDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel500NitroExpress,items,Ammo,New,Barrel [.500 Nitro Express],,,,,
Barrel500NitroExpressDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit500NitroExpress,items,Ammo,New,Conversion kit [.500 Nitro Express],,,,,
Conversionkit500NitroExpressDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



50BMG,items,Ammo,New,50 BMG (AMMO),,,,,
50BMGDesc,items,Ammo,New,50 BMG Ammo\nCan be crafted at a workbench.\n\nBace Damage: 326\nArmor-piercing: -30%\nPenetration Count: 2,,,,,

ammoBundle50BMG,items,Ammo,New,Box of 50 BMG (100),,,,,

Receiver50BMG,items,Ammo,New,Receiver [50 BMG],,,,,
Receiver50BMGDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel50BMG,items,Ammo,New,Barrel [50 BMG],,,,,
Barrel50BMGDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit50BMG,items,Ammo,New,Conversion kit [50 BMG],,,,,
Conversionkit50BMGDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,




















792x33mmKurz,items,Ammo,New,7.92x33mm Kurz (AMMO),,,,,
792x33mmKurzDesc,items,Ammo,New,7.92x33mm Kurz Ammo\nCan be crafted at a workbench.\n\nBace Damage: 46\nArmor-piercing: -3%\nPenetration Count: 0,,,,,
792x33mmKurzSchematic,items,Ammo,New,7.92x33mm Kurz Schematic,,,,,

792x33mmKurzBundle,items,Ammo,New,Box of 7.92x33mm Kurz (100),,,,,

Receiver792x33mmKurz,items,Ammo,New,Receiver [7.92x33mm Kurz],,,,,
Receiver792x33mmKurzDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel792x33mmKurz,items,Ammo,New,Barrel [7.92x33mm Kurz],,,,,
Barrel792x33mmKurzDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit792x33mmKurz,items,Ammo,New,Conversion kit [7.92x33mm Kurz],,,,,
Conversionkit792x33mmKurzDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,

Receiver792x33mmKurzSchematic,items,Ammo,New,7.92x33mm Kurz Receiver Schematic,,,,,
